Year,Entity Type,Entity Group,Entity Name,Department / Subdivision,Position,Elected Official,Judicial,Other Positions,Min Classification Salary,Max Classification Salary,Reported Base Wage,Regular Pay,Overtime Pay,Lump-Sum Pay,Other Pay,Total Wages,Defined Benefit Plan,Employees Retirement Cost Covered,Deferred Compensation Plan,Health Dental Vision,Total Retirement and Health Cost,Pension Formula,Entity URL,Entity Population,Last Updated,Entity County,Special District Activities
2009,City,,East Palo Alto,Building Services,Building Inspector,,,,63383,77043,0,,,,,0,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Building Services,Building Inspector,,,,63383,77043,61020,,,,,61020,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Building Services,Building Permit Tech.,,,,44927,54609,55075,,,,,55075,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Building Services,Chief Building Official,,,,97899,118997,111675,,,,,111675,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Building Services,Office Assistant,,,,41335,50243,32673,,,,,32673,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Building Services,Temporary Structural Engineer,,,,187200,187200,31770,,,,,31770,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Attorney,City Attorney,,,,149875,182175,120218,,,,,120218,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Attorney,Deputy City Attorney,,,,83589,101603,92703,,,,,92703,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Attorney,Legal Secretary,,,,58358,70934,70579,,,,,70579,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Clerk,Deputy City Clerk,,,,57910,70390,86935,,,,,86935,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Council,City Council Member,,,,4440,4440,4440,,,,,4440,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Council,City Council Member,,,,4440,4440,4440,,,,,4440,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Council,City Council Member,,,,4440,4440,4440,,,,,4440,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Council,City Council Member,,,,4440,4440,4440,,,,,4440,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Council,City Council Member,,,,4440,4440,4440,,,,,4440,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Manager,Assistant City Manager,,,,147372,179132,173188,,,,,173188,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Manager,Budget Analyst I,,,,73275,89067,0,,,,,0,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Manager,City Manager,,,,160563,195166,174605,,,,,174605,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Manager,Executive Assistant to CM,,,,58358,70934,68736,,,,,68736,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,City Manager,Secretary II,,,,46900,57007,23401,,,,,23401,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Community Dev. Admin,Community Dev. Director,,,,131486,159823,0,,,,,0,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Community Dev. Admin,Executive Assistant,,,,58358,70934,0,,,,,0,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,CS Admininstration,Community Service Director,,,,96771,117626,107557,,,,,107557,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,CS Admininstration,Office Manager,,,,54402,66126,51592,,,,,51592,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Engineering,Assistant Engineer,,,,65690,79847,46551,,,,,46551,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Engineering,City Engineer,,,,109613,133235,148800,,,,,148800,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Engineering,Engineering Tech,,,,46423,56428,56650,,,,,56650,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Engineering,Office Assistant,,,,41335,50243,61556,,,,,61556,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Engineering,Project Engineer,,,,69799,69799,14654,,,,,14654,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Engineering,PWS Inspector,,,,55395,67333,60681,,,,,60681,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Finance,Accountant I,,,,60471,73503,55835,,,,,55835,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Finance,Accountant II,,,,54732,66527,54241,,,,,54241,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Finance,Accounting Tech,,,,45732,55588,55550,,,,,55550,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Finance,Finance Director,,,,127590,155086,158002,,,,,158002,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Finance,Fiscal Analyst,,,,73275,89067,81813,,,,,81813,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Finance,Sr Financial Serv MGR,,,,104988,127614,96380,,,,,96380,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Housing Administration,Executive Assistant,,,,58358,70934,67368,,,,,67368,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Housing Administration,Housing Service Director,,,,96771,117626,115919,,,,,115919,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Housing Development,Housing Specialist I,,,,52749,64116,64002,,,,,64002,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Housing Development,Temporary Housing Analyst,,,,59866,72767,16319,,,,,16319,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Human Resource,Employee Relations Mgr,,,,98408,119616,91626,,,,,91626,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Human Resource,Employee Relations Tech,,,,60775,73873,75003,,,,,75003,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Division MGR,,,,95227,115749,112068,,,,,112068,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker I,,,,40655,49417,91581,,,,,91581,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker I,,,,40655,49417,42272,,,,,42272,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker II,,,,46379,56374,65046,,,,,65046,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker II,,,,46379,56374,43467,,,,,43467,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker II,,,,46379,56374,35421,,,,,35421,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker II,,,,46379,56374,43968,,,,,43968,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker II,,,,46379,56374,72770,,,,,72770,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker II,,,,46379,56374,51808,,,,,51808,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker III,,,,48931,59447,68317,,,,,68317,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Maint Worker III,,,,48931,59447,45708,,,,,45708,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Maintenance,Secretary I,,,,42101,51174,48959,,,,,48959,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Captain,,,,124372,151175,134467,,,,,134467,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Captain,,,,124372,151175,143285,,,,,143285,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Code Enfo. Officer II,,,,57379,69745,78275,,,,,78275,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Code Enfo. Officer II,,,,57379,69745,79558,,,,,79558,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer,,,,84110,102236,141692,,,,,141692,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer,,,,70275,85420,122832,,,,,122832,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer ADV,,,,75546,91827,178893,,,,,178893,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer ADV,,,,75546,91827,155076,,,,,155076,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer ADV,,,,75546,91827,161170,,,,,161170,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,99321,,,,,99321,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,140869,,,,,140869,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,117919,,,,,117919,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,68183,,,,,68183,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,34499,,,,,34499,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,138240,,,,,138240,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,107822,,,,,107822,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,89410,,,,,89410,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,96902,,,,,96902,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,77051,,,,,77051,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,60032,,,,,60032,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,140869,,,,,140869,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,126152,,,,,126152,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,85827,,,,,85827,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,31581,,,,,31581,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer Basic,,,,70275,85420,29175,,,,,29175,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,131757,,,,,131757,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,148327,,,,,148327,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,121783,,,,,121783,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,131757,,,,,131757,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,127238,,,,,127238,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,38649,,,,,38649,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,135334,,,,,135334,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,56677,,,,,56677,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,187393,,,,,187393,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Officer INT,,,,73789,89691,138074,,,,,138074,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Sergeant ADV,,,,90418,109904,170499,,,,,170499,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Sergeant ADV,,,,90418,109904,218623,,,,,218623,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Sergeant ADV,,,,90814,109904,120615,,,,,120615,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Sergeant ADV,,,,90418,109904,171485,,,,,171485,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Sergeant INT,,,,88315,107348,0,,,,,0,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Sergeant INT,,,,88315,107348,167144,,,,,167144,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Police Sergeant INT,,,,88315,107348,163814,,,,,163814,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Summer Youth Intern,,,,20800,20800,1205,,,,,1205,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Summer Youth Intern,,,,20800,20800,470,,,,,470,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Summer Youth Intern,,,,20800,20800,520,,,,,520,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Summer Youth Intern,,,,20800,20800,455,,,,,455,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Summer Youth Intern,,,,20800,20800,2120,,,,,2120,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Operations,Summer Youth Intern,,,,20800,20800,1205,,,,,1205,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Planning,Associate Planner,,,,67850,82472,80612,,,,,80612,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Planning,Associate Planner,,,,67850,82472,66422,,,,,66422,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Planning,Planning DIV MGR,,,,98014,119136,37093,,,,,37093,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Planning,Secretary II,,,,46900,57007,51634,,,,,51634,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Planning,Senior Planner,,,,78748,95718,82544,,,,,82544,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Administration MGR,,,,86483,105102,79751,,,,,79751,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Community Service Officer,,,,46757,56833,62021,,,,,62021,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Executive Assistant,,,,58358,70934,60965,,,,,60965,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Police Chief,,,,145565,176935,178283,,,,,178283,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Police Crime Analyst,,,,63027,76610,95438,,,,,95438,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Police Property Officer,,,,47047,57185,82939,,,,,82939,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Police Records Clerk I,,,,41841,50858,36537,,,,,36537,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Police Records Clerk I,,,,41841,50858,26300,,,,,26300,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Police Records Clerk II,,,,45059,54770,90405,,,,,90405,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Police Records SUPV,,,,49528,60202,104323,,,,,104323,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Police Sergeant INT,,,,88315,107348,7221,,,,,7221,,,,,0,3%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Project Manager,,,,104000,104000,37700,,,,,37700,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Project Manager,,,,121339,121339,55740,,,,,55740,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Temporary Investigators,,,,91811,91811,38648,,,,,38648,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Temporary Investigators,,,,91811,91811,26575,,,,,26575,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Temporary Investigators,,,,91811,91811,32402,,,,,32402,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Police Administration,Temporary Investigators,,,,91811,91811,24831,,,,,24831,,,,,0,N/A,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Public Works,Executive Assistant,,,,58358,70934,76784,,,,,76784,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Public Works,Public Works Director,,,,125225,152212,102843,,,,,102843,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Recreation,Recreation Supervisor,,,,51741,62891,46235,,,,,46235,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Recreation,Summer Recreation Coordinator,,,,37830,45983,9834,,,,,9834,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Redevelopment,RDA DIV MGR,,,,106220,129111,128591,,,,,128591,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Redevelopment,RDA Proj Coordinator II,,,,64747,78700,0,,,,,0,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Redevelopment,RDA Proj Coordinator II,,,,71370,86751,77427,,,,,77427,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Redevelopment,RDA Project MGR,,,,86956,105696,106472,,,,,106472,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Redevelopment,RDA Project MGR,,,,86956,105696,74948,,,,,74948,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Redevelopment,Secretary II,,,,46900,57007,51806,,,,,51806,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Rent Stabilization,Housing Specialist II,,,,65897,80098,65443,,,,,65443,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Rent Stabilization,Rent Stab. Administrator,,,,89799,109151,0,,,,,0,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Senior Services,Nutrition Site Supervisor,,,,20704,25166,32053,,,,,32053,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,East Palo Alto,Senior Services,Van Driver,,,,31828,38687,20025,,,,,20025,,,,,0,2.5%@55,www.ci.east-palo-alto.ca.us,28281,10/21/2010,San Mateo,
2009,City,,Palo Alto,Administrative Services,Acct Spec,,,,47132,57844,55304,,,,,55304,,3048,,7658,10706,2.7% @ 55,www.cityofpaloalto.org/gov/depts/hrd/default.asp,64352,11/09/2010,Santa Clara,
2009,City,,Palo Alto,Administrative Services,Acct Spec,,,,47132,57844,56220,,,,,56220,,2867,,7658,10525,2.7% @ 55,www.cityofpaloalto.org/gov/depts/hrd/default.asp,64352,11/09/2010,Santa Clara,
2009,City,,Palo Alto,Administrative Services,Acct Spec,,,,47132,57844,69392,,,,,69392,,3203,,1696,4899,2.7% @ 55,www.cityofpaloalto.org/gov/depts/hrd/default.asp,64352,11/09/2010,Santa Clara,
2009,City,,Palo Alto,Administrative Services,Acct Spec,,,,47132,57844,51987,,,,,51987,,,,9919,9919,2.7% @ 55,www.cityofpaloalto.org/gov/depts/hrd/default.asp,64352,11/09/2010,Santa Clara,
2009,City,,Palo Alto,Administrative Services,Acct Spec,,,,47132,57844,62267,,,,,62267,,3203,,7658,10861,2.7% @ 55,www.cityofpaloalto.org/gov/depts/hrd/default.asp,64352,11/09/2010,Santa Clara,
2009,City,,Palo Alto,Administrative Services,Acct Spec,,,,47132,57844,59662,,,,,59662,,3203,,7031,10234,2.7% @ 55,www.cityofpaloalto.org/gov/depts/hrd/default.asp,64352,11/09/2010,Santa Clara,
2009,City,,Palo Alto,Administrative Services,Acct Spec,,,,47132,57844,51128,,,,,51128,,2759,,18422,21181,2.7% @ 55,www.cityofpaloalto.org/gov/depts/hrd/default.asp,64352,11/09/2010,Santa Clara,
